Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
رافق >nsubj التنمية >obj تطوراً	رافق	التنمية	تطوراً	1	1.9	ABC	3	رافق
رافق >nsubj دعم >obj فتح	رافق	دعم	فتح	1	1.9	ABC	3	رافق
ربط <nsubj أصبحت >obj مركزا	ربط	أصبحت	مركزا	1	1.9	ABC	3	أصبحت
رد >nsubj سورة >obj عضو	رد	سورة	عضو	1	1.9	ABC	3	رد
رسم >nsubj الكاتب >obj أسقفا	رسم	الكاتب	أسقفا	1	1.9	ABC	3	رسم
رشحت >nsubj الأردن >obj المدينة	رشحت	الأردن	المدينة	1	1.9	ABC	3	رشحت
رفض >nsubj خليفة >obj إقطاع	رفض	خليفة	إقطاع	1	1.9	ABC	3	رفض
رفضت >nsubj القبائل >obj مبايعة	رفضت	القبائل	مبايعة	1	1.9	ABC	3	رفضت
رفعت >nsubj الدول >obj علاقات	رفعت	الدول	علاقات	1	1.9	ABC	3	رفعت
زدهرت >nsubj العشيرة >obj ازدهارا	زدهرت	العشيرة	ازدهارا	1	1.9	ABC	3	زدهرت
ساد >nsubj المناخ >obj معظم	ساد	المناخ	معظم	1	1.9	ABC	3	ساد
ساند >nsubj معظم >obj المستعمرات	ساند	معظم	المستعمرات	1	1.9	ABC	3	ساند
سبأ >nsubj أحد >obj اسم	سبأ	أحد	اسم	1	1.9	ABC	3	سبأ
سبق >nsubj العصر >obj الملوك	سبق	العصر	الملوك	1	1.9	ABC	3	سبق
سرعة <nsubj تفوق >obj سرعة	سرعة	تفوق	سرعة	1	1.9	ABC	3	تفوق
سعادين <nsubj تشمل >obj فصائل	سعادين	تشمل	فصائل	1	1.9	ABC	3	تشمل
سقوط <nsubj يعني >obj نهاية	سقوط	يعني	نهاية	1	1.9	ABC	3	يعني
سكنت >nsubj القبائل >obj منطقة	سكنت	القبائل	منطقة	1	1.9	ABC	3	سكنت
سكنت >nsubj المنطقة >obj قبيلة	سكنت	المنطقة	قبيلة	1	1.9	ABC	3	سكنت
سلالة <obj تعيش >nsubj سلالة	سلالة	تعيش	سلالة	1	1.9	ABC	3	تعيش
سلطت <nsubj تشمل >obj استخدام	سلطت	تشمل	استخدام	1	1.9	ABC	3	تشمل
سميت >nsubj المدينة >obj موقع	سميت	المدينة	موقع	1	1.9	ABC	3	سميت
سميت >obj الجزيرة >nsubj أماكن	سميت	الجزيرة	أماكن	1	1.9	ABC	3	سميت
سن >nsubj مجلس >obj قوانينًا	سن	مجلس	قوانينًا	1	1.9	ABC	3	سن
سهلت >nsubj عملية >obj تحديد	سهلت	عملية	تحديد	1	1.9	ABC	3	سهلت
سهّل >nsubj العرض >obj صعود	سهّل	العرض	صعود	1	1.9	ABC	3	سهّل
سياسات <nsubj حصرت >obj التجارة	سياسات	حصرت	التجارة	1	1.9	ABC	3	حصرت
شاهد >nsubj شخص >obj الثمار	شاهد	شخص	الثمار	1	1.9	ABC	3	شاهد
شبكات <nsubj تعد >obj تقارير	شبكات	تعد	تقارير	1	1.9	ABC	3	تعد
شجبت >nsubj الكنيسة >obj الممارسات	شجبت	الكنيسة	الممارسات	1	1.9	ABC	3	شجبت
شرح >nsubj الكتاب >obj عملية	شرح	الكتاب	عملية	1	1.9	ABC	3	شرح
شرع >nsubj الله >obj الخلع	شرع	الله	الخلع	1	1.9	ABC	3	شرع
شركة <nsubj تمتلك >obj تاريخاً	شركة	تمتلك	تاريخاً	1	1.9	ABC	3	تمتلك
شغف <nsubj جعل >obj رمزًا	شغف	جعل	رمزًا	1	1.9	ABC	3	جعل
شكل >nsubj حفيد >obj قوة	شكل	حفيد	قوة	1	1.9	ABC	3	شكل
شكلت >nsubj الأدلة >obj جزءًا	شكلت	الأدلة	جزءًا	1	1.9	ABC	3	شكلت
شكلت >nsubj الحكومة >obj لجنة	شكلت	الحكومة	لجنة	1	1.9	ABC	3	شكلت
شكهل >nsubj الوضع >obj عامل	شكهل	الوضع	عامل	1	1.9	ABC	3	شكهل
شكّلت >nsubj مبادئ >obj مجرى	شكّلت	مبادئ	مجرى	1	1.9	ABC	3	شكّلت
شمل >nsubj عصر >obj القرن	شمل	عصر	القرن	1	1.9	ABC	3	شمل
شملت >nsubj الإمارة >obj مدينتي	شملت	الإمارة	مدينتي	1	1.9	ABC	3	شملت
شملت >nsubj الإمبراطورية >obj أراضٍ	شملت	الإمبراطورية	أراضٍ	1	1.9	ABC	3	شملت
شملت >nsubj العلاجات >obj استخدام	شملت	العلاجات	استخدام	1	1.9	ABC	3	شملت
شملت >nsubj بعض >obj تبشير	شملت	بعض	تبشير	1	1.9	ABC	3	شملت
شملت >nsubj سياسات >obj خفض	شملت	سياسات	خفض	1	1.9	ABC	3	شملت
شملت >nsubj نساء >obj كلًا	شملت	نساء	كلًا	1	1.9	ABC	3	شملت
شن >nsubj العثمانيون >obj هجوما	شن	العثمانيون	هجوما	1	1.9	ABC	3	شن
شنَّ >nsubj الملك >obj هجوم	شنَّ	الملك	هجوم	1	1.9	ABC	3	شنَّ
شنّ >nsubj قس >obj حملة	شنّ	قس	حملة	1	1.9	ABC	3	شنّ
شهد >nsubj العصر >obj تطورا	شهد	العصر	تطورا	1	1.9	ABC	3	شهد
شهد >nsubj العقد >obj البدايات	شهد	العقد	البدايات	1	1.9	ABC	3	شهد
شهد >nsubj الفيلم >obj إعادة	شهد	الفيلم	إعادة	1	1.9	ABC	3	شهد
شهد >nsubj تنظيم >obj تغيرات	شهد	تنظيم	تغيرات	1	1.9	ABC	3	شهد
شهد >nsubj عام >obj صراعًا	شهد	عام	صراعًا	1	1.9	ABC	3	شهد
شهد >nsubj عهد >obj توسُّع	شهد	عهد	توسُّع	1	1.9	ABC	3	شهد
شهد >nsubj عهد >obj دُخُول	شهد	عهد	دُخُول	1	1.9	ABC	3	شهد
شهد >nsubj مطلع >obj ظهور	شهد	مطلع	ظهور	1	1.9	ABC	3	شهد
شهد >nsubj وصول >obj بداية	شهد	وصول	بداية	1	1.9	ABC	3	شهد
شهدت >nsubj الإمبراطورية >obj نموًا	شهدت	الإمبراطورية	نموًا	1	1.9	ABC	3	شهدت
شهدت >nsubj البلاد >obj انقلابين	شهدت	البلاد	انقلابين	1	1.9	ABC	3	شهدت
شهدت >nsubj البلدة >obj معدلات	شهدت	البلدة	معدلات	1	1.9	ABC	3	شهدت
شهدت >nsubj الجهة >obj تحولات	شهدت	الجهة	تحولات	1	1.9	ABC	3	شهدت
شهدت >nsubj الحياة >obj إشعاعا	شهدت	الحياة	إشعاعا	1	1.9	ABC	3	شهدت
شهدت >nsubj الدولة >obj حركة	شهدت	الدولة	حركة	1	1.9	ABC	3	شهدت
شهدت >nsubj الساحة >obj نشوء	شهدت	الساحة	نشوء	1	1.9	ABC	3	شهدت
شهدت >nsubj الستينات >obj اتجاهات	شهدت	الستينات	اتجاهات	1	1.9	ABC	3	شهدت
شهدت >nsubj العصور >obj إنشاء	شهدت	العصور	إنشاء	1	1.9	ABC	3	شهدت
شهدت >nsubj المحافظة >obj تدفق	شهدت	المحافظة	تدفق	1	1.9	ABC	3	شهدت
شهدت >nsubj المدينة >obj انطلاق	شهدت	المدينة	انطلاق	1	1.9	ABC	3	شهدت
شهدت >nsubj المدينة >obj تطورا	شهدت	المدينة	تطورا	1	1.9	ABC	3	شهدت
شهدت >nsubj المدينة >obj نهضة	شهدت	المدينة	نهضة	1	1.9	ABC	3	شهدت
شهدت >nsubj بلدة >obj محاكمات	شهدت	بلدة	محاكمات	1	1.9	ABC	3	شهدت
شهدت >nsubj جبهة >obj عملًا	شهدت	جبهة	عملًا	1	1.9	ABC	3	شهدت
شهدت >nsubj سنوات >obj صراعا	شهدت	سنوات	صراعا	1	1.9	ABC	3	شهدت
شهدت >nsubj طخارستان >obj عدة	شهدت	طخارستان	عدة	1	1.9	ABC	3	شهدت
شهدت >nsubj مدينة >obj إحدى	شهدت	مدينة	إحدى	1	1.9	ABC	3	شهدت
شهدت >nsubj مدينة >obj نمواً	شهدت	مدينة	نمواً	1	1.9	ABC	3	شهدت
شهود <nsubj يرفضون >obj عقيدة	شهود	يرفضون	عقيدة	1	1.9	ABC	3	يرفضون
شيئا <nsubj بدات >obj اللهجات	شيئا	بدات	اللهجات	1	1.9	ABC	3	بدات
شيخة <nsubj الآنسة <obj حقت	شيخة	الآنسة	حقت	1	1.9	ABC	3	حقت
شيد >nsubj كل >obj أبراج	شيد	كل	أبراج	1	1.9	ABC	3	شيد
شيَّد >nsubj البريطانيون >obj مقرًّا	شيَّد	البريطانيون	مقرًّا	1	1.9	ABC	3	شيَّد
صاحب >nsubj التطور >obj تطور	صاحب	التطور	تطور	1	1.9	ABC	3	صاحب
صارت >nsubj حفلات >obj مكانا	صارت	حفلات	مكانا	1	1.9	ABC	3	صارت
صاغ >nsubj الكيميائي >obj اسم	صاغ	الكيميائي	اسم	1	1.9	ABC	3	صاغ
صاغ >obj المصطلح >nsubj الفيلسوف	صاغ	المصطلح	الفيلسوف	1	1.9	ABC	3	صاغ
صاغت >nsubj البلدان >obj مخطط	صاغت	البلدان	مخطط	1	1.9	ABC	3	صاغت
صمم >obj الحاسب >nsubj استخدام	صمم	الحاسب	استخدام	1	1.9	ABC	3	صمم
صمم >obj الحاسب >nsubj علماء	صمم	الحاسب	علماء	1	1.9	ABC	3	صمم
صنع >nsubj الناس >obj المواد	صنع	الناس	المواد	1	1.9	ABC	3	صنع
صنع >obj الأدوات >nsubj إنسانُ	صنع	الأدوات	إنسانُ	1	1.9	ABC	3	صنع
صنف >nsubj تقرير >obj الدولة	صنف	تقرير	الدولة	1	1.9	ABC	3	صنف
صنفت >nsubj شبكة >obj ظاهرة	صنفت	شبكة	ظاهرة	1	1.9	ABC	3	صنفت
صورت >nsubj سفين >obj بروزا	صورت	سفين	بروزا	1	1.9	ABC	3	صورت
ضرب >nsubj النرويج >obj الموت	ضرب	النرويج	الموت	1	1.9	ABC	3	ضرب
ضرب >obj المدينة >nsubj زلزال	ضرب	المدينة	زلزال	1	1.9	ABC	3	ضرب
ضم >nsubj الإمبراطورية >obj معظم	ضم	الإمبراطورية	معظم	1	1.9	ABC	3	ضم
ضم >nsubj المنطقة >obj شارعين	ضم	المنطقة	شارعين	1	1.9	ABC	3	ضم
ضمت >nsubj الأناضول >obj ثلثي	ضمت	الأناضول	ثلثي	1	1.9	ABC	3	ضمت
ضمت >nsubj الحركة >obj فئة	ضمت	الحركة	فئة	1	1.9	ABC	3	ضمت
ضمت >nsubj القبيلة >obj عشائر	ضمت	القبيلة	عشائر	1	1.9	ABC	3	ضمت
ضمت >nsubj القلعة >obj رماة	ضمت	القلعة	رماة	1	1.9	ABC	3	ضمت
ضمنت >nsubj الاتفاقيات >obj مبلغًا	ضمنت	الاتفاقيات	مبلغًا	1	1.9	ABC	3	ضمنت
ضمنت >nsubj الحكومة >obj تنفيذ	ضمنت	الحكومة	تنفيذ	1	1.9	ABC	3	ضمنت
ضمَّ >nsubj مغول >obj المدينة	ضمَّ	مغول	المدينة	1	1.9	ABC	3	ضمَّ
ضمّت >nsubj الأناضول >obj كل	ضمّت	الأناضول	كل	1	1.9	ABC	3	ضمّت
ضواحي <nsubj تعطي >obj نفس	ضواحي	تعطي	نفس	1	1.9	ABC	3	تعطي
طرح >obj ألبومات >nsubj مصير	طرح	ألبومات	مصير	1	1.9	ABC	3	طرح
طرحت >nsubj الشركة >obj أسهم	طرحت	الشركة	أسهم	1	1.9	ABC	3	طرحت
طلب >nsubj الإمبراطور >obj إعادة	طلب	الإمبراطور	إعادة	1	1.9	ABC	3	طلب
طلب >nsubj الإنجليز >obj فدية	طلب	الإنجليز	فدية	1	1.9	ABC	3	طلب
طلب >nsubj الرئيس >obj انضمام	طلب	الرئيس	انضمام	1	1.9	ABC	3	طلب
طور >nsubj المصريون >obj معدات	طور	المصريون	معدات	1	1.9	ABC	3	طور
طور >nsubj المنظرون >obj صيغًا	طور	المنظرون	صيغًا	1	1.9	ABC	3	طور
طور >nsubj عالم >obj أبجدية	طور	عالم	أبجدية	1	1.9	ABC	3	طور
طور >nsubj مؤلفو >obj الارتجالات	طور	مؤلفو	الارتجالات	1	1.9	ABC	3	طور
طورة <obj كل <nsubj هزمت	طورة	كل	هزمت	1	1.9	ABC	3	هزمت
طورة <obj هزمت >nsubj الخوارزميةُ	طورة	هزمت	الخوارزميةُ	1	1.9	ABC	3	هزمت
طورت >nsubj الشركة >obj شراكات	طورت	الشركة	شراكات	1	1.9	ABC	3	طورت
طوّر >nsubj الفقهاء >obj مؤسسات	طوّر	الفقهاء	مؤسسات	1	1.9	ABC	3	طوّر
ظاهرة <nsubj تمتلك >obj طاقة	ظاهرة	تمتلك	طاقة	1	1.9	ABC	3	تمتلك
ظلت >nsubj منطقة >obj سلة	ظلت	منطقة	سلة	1	1.9	ABC	3	ظلت
ظهر >nsubj الضيوف >obj مبالغ	ظهر	الضيوف	مبالغ	1	1.9	ABC	3	ظهر
ظهر >nsubj المصطلح >obj مبالغ	ظهر	المصطلح	مبالغ	1	1.9	ABC	3	ظهر
ظهرت >nsubj المدينة >obj مكان	ظهرت	المدينة	مكان	1	1.9	ABC	3	ظهرت
ظهرت >obj مكان >nsubj مجموعة	ظهرت	مكان	مجموعة	1	1.9	ABC	3	ظهرت
عائلة <nsubj تضم >obj الجسيمات	عائلة	تضم	الجسيمات	1	1.9	ABC	3	تضم
عاشت >nsubj الإمارة >obj زمنًا	عاشت	الإمارة	زمنًا	1	1.9	ABC	3	عاشت
عاشت >nsubj الفلبين >obj تجربة	عاشت	الفلبين	تجربة	1	1.9	ABC	3	عاشت
عاصمة <nsubj سميت >obj موقع	عاصمة	سميت	موقع	1	1.9	ABC	3	سميت
عالج >nsubj الكيميائي >obj دواء	عالج	الكيميائي	دواء	1	1.9	ABC	3	عالج
عاود >obj هجوم >nsubj الهجوم	عاود	هجوم	الهجوم	1	1.9	ABC	3	عاود
عدد <nsubj تضم >obj المنطقة	عدد	تضم	المنطقة	1	1.9	ABC	3	تضم
عدد <nsubj يفوق >obj عدد	عدد	يفوق	عدد	1	1.9	ABC	3	يفوق
عددُ <nsubj تعرف >obj ازدهار	عددُ	تعرف	ازدهار	1	1.9	ABC	3	تعرف
عرف >nsubj الفراعنة >obj الرخام	عرف	الفراعنة	الرخام	1	1.9	ABC	3	عرف
عرف >nsubj الفيلسوفان >obj شخصٌ	عرف	الفيلسوفان	شخصٌ	1	1.9	ABC	3	عرف
عرف >nsubj القضية >obj تعريفا	عرف	القضية	تعريفا	1	1.9	ABC	3	عرف
عرف >nsubj عالم >obj نوعًا	عرف	عالم	نوعًا	1	1.9	ABC	3	عرف
عرفت >nsubj ألعاب >obj انتعاش	عرفت	ألعاب	انتعاش	1	1.9	ABC	3	عرفت
عرفت >nsubj الجزيرة >obj حفاظ	عرفت	الجزيرة	حفاظ	1	1.9	ABC	3	عرفت
عرفت >nsubj الدولة >obj تطورا	عرفت	الدولة	تطورا	1	1.9	ABC	3	عرفت
عرفت >nsubj الفترة >obj الاستقرار	عرفت	الفترة	الاستقرار	1	1.9	ABC	3	عرفت
عرفت >nsubj الكنيسة >obj انقساما	عرفت	الكنيسة	انقساما	1	1.9	ABC	3	عرفت
عرفت >nsubj بعض >obj تمردات	عرفت	بعض	تمردات	1	1.9	ABC	3	عرفت
عرفت >nsubj سنوات >obj بروز	عرفت	سنوات	بروز	1	1.9	ABC	3	عرفت
عرفت >nsubj عدة >obj أمثال	عرفت	عدة	أمثال	1	1.9	ABC	3	عرفت
عرفت >obj انقساما >nsubj المذهب	عرفت	انقساما	المذهب	1	1.9	ABC	3	عرفت
عرّفت >nsubj أعداد >obj أنفس	عرّفت	أعداد	أنفس	1	1.9	ABC	3	عرّفت
عزز >nsubj الإمبراطور >obj الاقتصاد	عزز	الإمبراطور	الاقتصاد	1	1.9	ABC	3	عزز
عززت >nsubj منطقة >obj تطور	عززت	منطقة	تطور	1	1.9	ABC	3	عززت
عضية <nsubj تولِّد >obj معظم	عضية	تولِّد	معظم	1	1.9	ABC	3	تولِّد
عقد >nsubj الإنسان >obj قلب	عقد	الإنسان	قلب	1	1.9	ABC	3	عقد
عقد >nsubj الحزبان >obj اتفاقية	عقد	الحزبان	اتفاقية	1	1.9	ABC	3	عقد
عكست >nsubj النظرة >obj الفكرة	عكست	النظرة	الفكرة	1	1.9	ABC	3	عكست
علم >nsubj أبو >obj استخدام	علم	أبو	استخدام	1	1.9	ABC	3	علم
علم >nsubj نفس >obj التأليف	علم	نفس	التأليف	1	1.9	ABC	3	علم
علماء <nsubj يستخدمون >obj نموذجين	علماء	يستخدمون	نموذجين	1	1.9	ABC	3	يستخدمون
عمالة <nsubj أصبحت >obj هدفًا	عمالة	أصبحت	هدفًا	1	1.9	ABC	3	أصبحت
عملية <nsubj تستخدم >obj المبيضات	عملية	تستخدم	المبيضات	1	1.9	ABC	3	تستخدم
عوامل <nsubj تتضمن >obj مرض	عوامل	تتضمن	مرض	1	1.9	ABC	3	تتضمن
غرست >nsubj العقيدة >obj الإيمان	غرست	العقيدة	الإيمان	1	1.9	ABC	3	غرست
غزا >nsubj صدام >obj الكويت	غزا	صدام	الكويت	1	1.9	ABC	3	غزا
غنت >nsubj الفرقة >obj الأغنية	غنت	الفرقة	الأغنية	1	1.9	ABC	3	غنت
غير <nsubj أظهروا >obj استحسانًا	غير	أظهروا	استحسانًا	1	1.9	ABC	3	أظهروا
غير <nsubj يقترح >obj أصولًا	غير	يقترح	أصولًا	1	1.9	ABC	3	يقترح
غيٌر >nsubj البرلمان >obj اسم	غيٌر	البرلمان	اسم	1	1.9	ABC	3	غيٌر
فتح >nsubj العثمانيون >obj المدينة	فتح	العثمانيون	المدينة	1	1.9	ABC	3	فتح
فتح >nsubj العرب >obj تونس	فتح	العرب	تونس	1	1.9	ABC	3	فتح
فتح >nsubj العرب >obj كل	فتح	العرب	كل	1	1.9	ABC	3	فتح
فتحت >nsubj إصلاحات >obj البلاد	فتحت	إصلاحات	البلاد	1	1.9	ABC	3	فتحت
فتحت >nsubj البقايا >obj مجالاً	فتحت	البقايا	مجالاً	1	1.9	ABC	3	فتحت
فرسان <nsubj لعبوا >obj دورًا	فرسان	لعبوا	دورًا	1	1.9	ABC	3	لعبوا
فرض >nsubj الهون >obj سيطرة	فرض	الهون	سيطرة	1	1.9	ABC	3	فرض
فرض >nsubj بعض >obj الحماية	فرض	بعض	الحماية	1	1.9	ABC	3	فرض
فرضت >nsubj الدولة >obj سيطرة	فرضت	الدولة	سيطرة	1	1.9	ABC	3	فرضت
فرعون <nsubj أحس >obj أمر	فرعون	أحس	أمر	1	1.9	ABC	3	أحس
فريق <nsubj يدير >obj المعهد	فريق	يدير	المعهد	1	1.9	ABC	3	يدير
فسر >nsubj علماء >obj الأدلة	فسر	علماء	الأدلة	1	1.9	ABC	3	فسر
فضل >nsubj علماء >obj تقسيم	فضل	علماء	تقسيم	1	1.9	ABC	3	فضل
فضل >obj تقسيم >nsubj اكتشاف	فضل	تقسيم	اكتشاف	1	1.9	ABC	3	فضل
فقد >nsubj النوع >obj دور	فقد	النوع	دور	1	1.9	ABC	3	فقد
فقد >nsubj منتخب >obj فرصة	فقد	منتخب	فرصة	1	1.9	ABC	3	فقد
فوض >nsubj المجلس >obj دعوة	فوض	المجلس	دعوة	1	1.9	ABC	3	فوض
فوض >nsubj المجلس >obj وزراء	فوض	المجلس	وزراء	1	1.9	ABC	3	فوض
ق >nsubj الملك >obj لقب	ق	الملك	لقب	1	1.9	ABC	3	ق
قائد <nsubj اختاروا >obj قرية	قائد	اختاروا	قرية	1	1.9	ABC	3	اختاروا
قابل >nsubj المستكشفون >obj قرى	قابل	المستكشفون	قرى	1	1.9	ABC	3	قابل
قارب >nsubj حجم >obj حجم	قارب	حجم	حجم	1	1.9	ABC	3	قارب
قارناهاء <nsubj قدم >obj التماسًا	قارناهاء	قدم	التماسًا	1	1.9	ABC	3	قدم
قال >nsubj ابن >obj المراد	قال	ابن	المراد	1	1.9	ABC	3	قال
قال >nsubj البعض >obj حمر	قال	البعض	حمر	1	1.9	ABC	3	قال
قال >nsubj الرسول >obj جزء	قال	الرسول	جزء	1	1.9	ABC	3	قال
قال >nsubj القديس >obj إكليل	قال	القديس	إكليل	1	1.9	ABC	3	قال
قال >nsubj النبي >obj الرأي	قال	النبي	الرأي	1	1.9	ABC	3	قال
قال >nsubj النبي >obj سورة	قال	النبي	سورة	1	1.9	ABC	3	قال
